Bowl,Date,Location,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
808,Holiday Bowl,12/30/2010,"San Diego, CA",19,7,Washington,Nebraska (17),32.715738,-117.1610838,47.65533509999999,-122.3035199,40.8201966,-96.70047629999999
809,Armed Forces Bowl,12/30/2010,"Fort Worth, TX",16,14,Army,Southern Methodist,32.7554883,-97.3307658,35.9587748,-83.9279907,32.8412178,-96.78451749999999
810,Music City Bowl,12/30/2010,"Nashville, TN",30,27,North Carolina,Tennessee,36.1626638,-86.7816016,35.9049122,-79.0469134,35.9544013,-83.92945639999999
811,Pinstripe Bowl,12/30/2010,"Bronx, NY",36,34,Syracuse,Kansas State,40.8447819,-73.8648268,43.0391534,-76.1351158,38.9543439,-95.2557961
812,Texas Bowl,12/29/2010,"Houston, TX",38,14,Illinois,Baylor,29.7604267,-95.3698028,40.1019523,-88.2271615,31.5497007,-97.1143046
813,Military Bowl,12/29/2010,"Washington, DC",51,20,Maryland,East Carolina,38.9071923,-77.0368707,38.9869183,-76.9425543,35.6055108,-77.3645653
814,Alamo Bowl,12/29/2010,"San Antonio, TX",36,10,Oklahoma State (16),Arizona,29.4241219,-98.49362819999999,36.1270236,-97.07372219999999,32.2318851,-110.9501094
815,Insight Bowl,12/28/2010,"Tempe, AZ",27,24,Iowa,Missouri (14),33.4255104,-111.9400054,41.6626963,-91.5548998,38.9403808,-92.32773750000001
816,Champs Sports Bowl,12/28/2010,"Orlando, FL",23,7,North Carolina State,West Virginia (22),28.5383355,-81.3792365,35.7846633,-78.6820946,39.6480359,-79.9697147
817,Independence Bowl,12/27/2010,"Shreveport, LA",14,7,Air Force,Georgia Tech,32.5251516,-93.7501789,32.3771126,-86.3386457,33.7756178,-84.39628499999999
818,Little Caesars Bowl,12/26/2010,"Detroit, MI",34,32,Florida International,Toledo,42.331427,-83.0457538,29.6480995,-82.34548769999999,41.6578804,-83.6142374
819,Hawaii Bowl,12/24/2010,"Honolulu, HI",62,35,Tulsa,Hawaii (24),21.3069444,-157.8583333,36.1520526,-95.94607529999999,21.296939,-157.8171118
820,Poinsettia Bowl,12/23/2010,"San Diego, CA",35,14,San Diego State,Navy,32.715738,-117.1610838,32.7739344,-117.0701349,38.98206580000001,-76.4839405
821,Maaco Bowl,12/22/2010,"Las Vegas, NV",26,3,Boise State (10),Utah (20),36.1699412,-115.1398296,43.6028311,-116.201767,40.7649368,-111.8421021
822,Beef O'Brady's Bowl,12/21/2010,"St. Petersburg, FL",31,28,Louisville,Southern Mississippi,27.7676008,-82.64029149999999,38.2122761,-85.75850229999999,31.3298941,-89.3340439
823,Humanitarian Bowl,12/18/2010,"Boise, ID",40,17,Northern Illinois,Fresno State,43.6150186,-116.2023137,41.934233,-88.774069,36.81336410000001,-119.7460884
824,New Mexico Bowl,12/18/2010,"Albuquerque, NM",52,24,Brigham Young,Texas-El Paso,35.0843859,-106.650422,40.2518435,-111.6493156,31.7709368,-106.5046405
825,New Orleans Bowl,12/18/2010,"New Orleans, LA",48,21,Troy,Ohio,29.95106579999999,-90.0715323,31.8010955,-85.9572999,39.324358,-82.10138889999999
826,BCS Championship,1/9/2012,"New Orleans, LA",21,0,Alabama (2),Louisiana State (1),29.95106579999999,-90.0715323,33.2140233,-87.5391418,30.4132579,-91.1800023
827,GoDaddy.com Bowl,1/8/2012,"Mobile, AL",38,20,Northern Illinois,Arkansas State,30.6953657,-88.0398912,41.934233,-88.774069,35.0729706,-91.8962336
828,BBVA Compass Bowl,1/7/2012,"Birmingham, AL",28,6,Southern Methodist,Pittsburgh,33.5185892,-86.8103567,32.8412178,-96.78451749999999,40.4443533,-79.960835
829,Cotton Bowl,1/6/2012,"Arlington, TX",29,16,Arkansas (7),Kansas State (11),32.735687,-97.10806559999999,36.0686895,-94.1748471,38.9543439,-95.2557961
830,Orange Bowl,1/4/2012,"Miami, FL",70,33,West Virginia (23),Clemson (14),25.7616798,-80.1917902,39.6480359,-79.9697147,34.6738437,-82.8368654
831,Sugar Bowl,1/3/2012,"New Orleans, LA",23,20,Michigan (13),Virginia Tech (17),29.95106579999999,-90.0715323,42.2780436,-83.7382241,37.22838429999999,-80.42341669999999
832,Fiesta Bowl,1/2/2012,"Glendale, AZ",41,38,Oklahoma State (3),Stanford (4),33.5386523,-112.1859866,36.1270236,-97.07372219999999,37.4274745,-122.169719
833,Rose Bowl,1/2/2012,"Pasadena, CA",45,38,Oregon (6),Wisconsin (9),34.1477849,-118.1445155,44.0448302,-123.0726055,43.076592,-89.4124875
834,Outback Bowl,1/2/2012,"Tampa, FL",33,30,Michigan State (12),Georgia (18),27.950575,-82.4571776,42.701848,-84.4821719,33.9480053,-83.3773221
835,Ticket City Bowl,1/2/2012,"Dallas, TX",30,14,Houston (20),Penn State (24),32.7766642,-96.79698789999999,29.7199489,-95.3422334,40.7982133,-77.8599084
836,Capital One Bowl,1/2/2012,"Orlando, FL",30,13,South Carolina (10),Nebraska (21),28.5383355,-81.3792365,33.9937575,-81.0299186,40.8201966,-96.70047629999999
837,Gator Bowl,1/2/2012,"Jacksonville, FL",24,17,Florida,Ohio State,30.3321838,-81.65565099999999,29.6436325,-82.3549302,40.0068363,-83.0306222
838,Chick-fil-A Bowl,12/31/2011,"Atlanta, GA",43,24,Auburn,Virginia,33.7489954,-84.3879824,32.5933574,-85.4951663,38.0335529,-78.5079772
839,Fight Hunger Bowl,12/31/2011,"San Francisco, CA",20,14,Illinois,UCLA,37.7749295,-122.4194155,40.1019523,-88.2271615,34.068921,-118.4451811
840,Sun Bowl,12/31/2011,"El Paso, TX",30,27,Utah,Georgia Tech,31.7618778,-106.4850217,40.7649368,-111.8421021,33.7756178,-84.39628499999999
841,Meineke Car Care Bowl of Texas,12/31/2011,"Houston, TX",33,22,Texas A&M,Northwestern,29.7604267,-95.3698028,30.6187558,-96.33647719999999,45.031563,-93.168573
842,Liberty Bowl,12/31/2011,"Memphis, TN",31,24,Cincinnati,Vanderbilt,35.1495343,-90.0489801,39.1329219,-84.51495039999999,36.1447034,-86.8026551
843,Music City Bowl,12/30/2011,"Nashville, TN",23,17,Mississippi State,Wake Forest,36.1626638,-86.7816016,33.4551742,-88.79437659999999,36.1354033,-80.27922749999999
844,Pinstripe Bowl,12/30/2011,"Bronx, NY",27,13,Rutgers,Iowa State,40.8447819,-73.8648268,40.5008186,-74.44739910000001,42.0266187,-93.6464654
845,Armed Forces Bowl,12/30/2011,"Dallas, TX",24,21,Brigham Young,Tulsa,32.7766642,-96.79698789999999,40.2518435,-111.6493156,36.1520526,-95.94607529999999
846,Insight Bowl,12/30/2011,"Tempe, AZ",31,14,Oklahoma (19),Iowa,33.4255104,-111.9400054,35.2058936,-97.4457137,41.6626963,-91.5548998
847,Alamo Bowl,12/29/2011,"San Antonio, TX",67,56,Baylor (15),Washington,29.4241219,-98.49362819999999,31.5497007,-97.1143046,47.65533509999999,-122.3035199
848,Champs Sports Bowl,12/29/2011,"Orlando, FL",18,14,Florida State (25),Notre Dame,28.5383355,-81.3792365,30.43495,-84.284994,41.7055716,-86.2353388
849,Military Bowl,12/28/2011,"Washington, DC",42,41,Toledo,Air Force,38.9071923,-77.0368707,41.6578804,-83.6142374,32.3771126,-86.3386457
850,Holiday Bowl,12/28/2011,"San Diego, CA",21,10,Texas,California,32.715738,-117.1610838,30.2849185,-97.7340567,37.8718992,-122.2585399
851,Little Caesars Bowl,12/27/2011,"Detroit, MI",37,32,Purdue,Western Michigan,42.331427,-83.0457538,40.4237054,-86.92119459999999,42.2837336,-85.6102507
852,Belk Bowl,12/27/2011,"Charlotte, NC",31,24,North Carolina State,Louisville,35.2270869,-80.8431267,35.7846633,-78.6820946,38.2122761,-85.75850229999999
853,Independence Bowl,12/26/2011,"Shreveport, LA",41,24,Missouri,North Carolina,32.5251516,-93.7501789,38.9403808,-92.32773750000001,35.9049122,-79.0469134
854,Hawaii Bowl,12/24/2011,"Honolulu, HI",24,17,Southern Mississippi (22),Nevada,21.3069444,-157.8583333,31.3298941,-89.3340439,39.5441917,-119.816397
855,Maaco Bowl,12/22/2011,"Las Vegas, NV",56,24,Boise State (8),Arizona State,36.1699412,-115.1398296,43.6028311,-116.201767,32.2318851,-110.9501094
856,Poinsettia Bowl,12/21/2011,"San Diego, CA",31,24,Texas Christian (16),Louisiana Tech,32.715738,-117.1610838,32.7095936,-97.3635602,32.5282644,-92.6499298
857,Beef O'Brady's Bowl,12/20/2011,"St. Petersburg, FL",20,10,Marshall,Florida International,27.7676008,-82.64029149999999,38.4235252,-82.42641449999999,29.6480995,-82.34548769999999
858,Famous Idaho Potato Bowl,12/17/2011,"Boise, ID",24,23,Ohio,Utah State,43.6150186,-116.2023137,39.324358,-82.10138889999999,39.6081249,-110.802743
859,New Mexico Bowl,12/17/2011,"Albuquerque, NM",37,15,Temple,Wyoming,35.0843859,-106.650422,39.9805942,-75.1557376,41.3148754,-105.5665744
860,New Orleans Bowl,12/17/2011,"New Orleans, LA",32,30,Louisiana,San Diego State,29.95106579999999,-90.0715323,30.2114404,-92.0204121,32.7739344,-117.0701349
861,BCS Championship,1/7/2013,"Miami, FL",42,14,Alabama (2),Notre Dame (1),25.7616798,-80.1917902,33.2140233,-87.5391418,41.7055716,-86.2353388
862,GoDaddy.com Bowl,1/6/2013,"Mobile, AL",17,13,Arkansas State,Kent State (25),30.6953657,-88.0398912,35.0729706,-91.8962336,41.1455594,-81.33928829999999
863,BBVA Compass Bowl,1/5/2013,"Birmingham, AL",38,17,Mississippi,Pittsburgh,33.5185892,-86.8103567,34.3647324,-89.538443,40.4443533,-79.960835
864,Cotton Bowl,1/4/2013,"Arlington, TX",41,13,Texas A&M (10),Oklahoma (12),32.735687,-97.10806559999999,30.6187558,-96.33647719999999,35.2058936,-97.4457137
865,Fiesta Bowl,1/3/2013,"Glendale, AZ",35,17,Oregon (5),Kansas State (7),33.5386523,-112.1859866,44.0448302,-123.0726055,38.9543439,-95.2557961
866,Sugar Bowl,1/2/2013,"New Orleans, LA",33,23,Louisville (22),Florida (4),29.95106579999999,-90.0715323,38.2122761,-85.75850229999999,29.6436325,-82.3549302
867,Capital One Bowl,1/1/2013,"Orlando, FL",45,31,Georgia (6),Nebraska (23),28.5383355,-81.3792365,33.9480053,-83.3773221,40.8201966,-96.70047629999999
868,Gator Bowl,1/1/2013,"Jacksonville, FL",34,20,Northwestern (21),Mississippi State,30.3321838,-81.65565099999999,45.031563,-93.168573,33.4551742,-88.79437659999999
869,Heart of Dallas Bowl,1/1/2013,"Dallas, TX",58,14,Oklahoma State,Purdue,32.7766642,-96.79698789999999,36.1270236,-97.07372219999999,40.4237054,-86.92119459999999
870,Orange Bowl,1/1/2013,"Miami, FL",31,10,Florida State (13),Northern Illinois (16),25.7616798,-80.1917902,30.43495,-84.284994,41.934233,-88.774069
871,Outback Bowl,1/1/2013,"Tampa, FL",33,28,South Carolina (11),Michigan (19),27.950575,-82.4571776,33.9937575,-81.0299186,42.2780436,-83.7382241
872,Rose Bowl,1/1/2013,"Pasadena, CA",20,14,Stanford (8),Wisconsin,34.1477849,-118.1445155,37.4274745,-122.169719,43.076592,-89.4124875
873,Chick-fil-A Bowl,12/31/2012,"Atlanta, GA",25,24,Clemson (14),Louisiana State (9),33.7489954,-84.3879824,34.6738437,-82.8368654,30.4132579,-91.1800023
874,Liberty Bowl,12/31/2012,"Memphis, TN",31,17,Tulsa,Iowa State,35.1495343,-90.0489801,36.1520526,-95.94607529999999,42.0266187,-93.6464654
875,Music City Bowl,12/31/2012,"Nashville, TN",38,24,Vanderbilt,North Carolina State,36.1626638,-86.7816016,36.1447034,-86.8026551,35.7846633,-78.6820946
876,Sun Bowl,12/31/2012,"El Paso, TX",21,7,Georgia Tech,Southern California,31.7618778,-106.4850217,33.7756178,-84.39628499999999,34.0223519,-118.285117
877,Alamo Bowl,12/29/2012,"San Antonio, TX",31,27,Texas,Oregon State (15),29.4241219,-98.49362819999999,30.2849185,-97.7340567,44.5637806,-123.2794443
878,Armed Forces Bowl,12/29/2012,"Fort Worth, TX",33,14,Rice,Air Force,32.7554883,-97.3307658,29.7173941,-95.40183119999999,32.3771126,-86.3386457
879,Buffalo Wild Wings Bowl,12/29/2012,"Phoenix, AZ",17,16,Michigan State,Texas Christian,33.4483771,-112.0740373,42.701848,-84.4821719,32.7095936,-97.3635602
880,Fight Hunger Bowl,12/29/2012,"San Francisco, CA",62,28,Arizona State,Navy,37.7749295,-122.4194155,32.2318851,-110.9501094,38.98206580000001,-76.4839405
881,Pinstripe Bowl,12/29/2012,"New York, NY",38,14,Syracuse,West Virginia,40.7127753,-74.0059728,43.0391534,-76.1351158,39.6480359,-79.9697147
882,Independence Bowl,12/28/2012,"Shreveport, LA",45,14,Ohio,Louisiana-Monroe,32.5251516,-93.7501789,39.324358,-82.10138889999999,32.5267122,-92.07317909999999
883,Meineke Car Care Bowl of Texas,12/28/2012,"Houston, TX",34,31,Texas Tech,Minnesota,29.7604267,-95.3698028,33.5842591,-101.8782822,44.97399,-93.2277285
884,Russell Athletic Bowl,12/28/2012,"Orlando, FL",13,10,Virginia Tech,Rutgers,28.5383355,-81.3792365,37.22838429999999,-80.42341669999999,40.5008186,-74.44739910000001
885,Belk Bowl,12/27/2012,"Charlotte, NC",48,34,Cincinnati,Duke,35.2270869,-80.8431267,39.1329219,-84.51495039999999,36.0014258,-78.9382286
886,Holiday Bowl,12/27/2012,"San Diego, CA",49,26,Baylor,UCLA (17),32.715738,-117.1610838,31.5497007,-97.1143046,34.068921,-118.4451811
887,Military Bowl,12/27/2012,"Washington, DC",29,20,San Jose State (24),Bowling Green State,38.9071923,-77.0368707,37.3351874,-121.8810715,41.3797788,-83.6300826
888,Little Caesars Bowl,12/26/2012,"Detroit, MI",24,21,Central Michigan,Western Kentucky,42.331427,-83.0457538,43.5819086,-84.7756364,36.9853543,-86.456138
889,Hawaii Bowl,12/24/2012,"Honolulu, HI",43,10,Southern Methodist,Fresno State,21.3069444,-157.8583333,32.8412178,-96.78451749999999,36.81336410000001,-119.7460884
890,Las Vegas Bowl,12/22/2012,"Las Vegas, NV",28,26,Boise State (20),Washington,36.1699412,-115.1398296,43.6028311,-116.201767,47.65533509999999,-122.3035199
891,New Orleans Bowl,12/22/2012,"New Orleans, LA",43,34,Louisiana,East Carolina,29.95106579999999,-90.0715323,30.2114404,-92.0204121,35.6055108,-77.3645653
892,Beef O'Brady's Bowl,12/21/2012,"St. Petersburg, FL",38,17,Central Florida,Ball State,27.7676008,-82.64029149999999,28.6024274,-81.2000599,40.2049604,-85.40628459999999
893,Poinsettia Bowl,12/20/2012,"San Diego, CA",23,6,Brigham Young,San Diego State,32.715738,-117.1610838,40.2518435,-111.6493156,32.7739344,-117.0701349
894,Famous Idaho Potato Bowl,12/15/2012,"Boise, ID",41,15,Utah State (18),Toledo,43.6150186,-116.2023137,39.6081249,-110.802743,41.6578804,-83.6142374
895,New Mexico Bowl,12/15/2012,"Albuquerque, NM",49,48,Arizona,Nevada,35.0843859,-106.650422,32.2318851,-110.9501094,39.5441917,-119.816397
896,BCS Championship,1/6/2014,"Pasadena, CA",34,31,Florida State (1),Auburn (2),34.1477849,-118.1445155,30.43495,-84.284994,32.5933574,-85.4951663
897,GoDaddy.com Bowl,1/5/2014,"Mobile, AL",23,20,Arkansas State,Ball State,30.6953657,-88.0398912,35.0729706,-91.8962336,40.2049604,-85.40628459999999
898,BBVA Compass Bowl,1/4/2014,"Birmingham, AL",41,24,Vanderbilt,Houston,33.5185892,-86.8103567,36.1447034,-86.8026551,29.7199489,-95.3422334
899,Orange Bowl,1/3/2014,"Miami Gardens, FL",40,35,Clemson (12),Ohio State (7),25.9420377,-80.2456045,34.6738437,-82.8368654,40.0068363,-83.0306222
900,Cotton Bowl,1/3/2014,"Arlington, TX",41,31,Missouri (9),Oklahoma State (13),32.735687,-97.10806559999999,38.9403808,-92.32773750000001,36.1270236,-97.07372219999999
901,Sugar Bowl,1/2/2014,"New Orleans, LA",45,31,Oklahoma (11),Alabama (3),29.95106579999999,-90.0715323,35.2058936,-97.4457137,33.2140233,-87.5391418
902,Fiesta Bowl,1/1/2014,"Glendale, AZ",52,42,Central Florida (15),Baylor (6),33.5386523,-112.1859866,28.6024274,-81.2000599,31.5497007,-97.1143046
903,Rose Bowl,1/1/2014,"Pasadena, CA",24,20,Michigan State (4),Stanford (5),34.1477849,-118.1445155,42.701848,-84.4821719,37.4274745,-122.169719
904,Capital One Bowl,1/1/2014,"Orlando, FL",34,24,South Carolina (8),Wisconsin (19),28.5383355,-81.3792365,33.9937575,-81.0299186,43.076592,-89.4124875
905,Outback Bowl,1/1/2014,"Tampa, FL",21,14,Louisiana State (14),Iowa,27.950575,-82.4571776,30.4132579,-91.1800023,41.6626963,-91.5548998
906,Gator Bowl,1/1/2014,"Jacksonville, FL",24,19,Nebraska,Georgia (23),30.3321838,-81.65565099999999,40.8201966,-96.70047629999999,33.9480053,-83.3773221
907,Heart of Dallas Bowl,1/1/2014,"Dallas, TX",36,14,North Texas,Nevada-Las Vegas,32.7766642,-96.79698789999999,33.207488,-97.1525862,36.1085197,-115.1431709
908,Chick-fil-A Bowl,12/31/2013,"Atlanta, GA",52,48,Texas A&M (20),Duke (22),33.7489954,-84.3879824,30.6187558,-96.33647719999999,36.0014258,-78.9382286
909,Liberty Bowl,12/31/2013,"Memphis, TN",44,7,Mississippi State,Rice,35.1495343,-90.0489801,33.4551742,-88.79437659999999,29.7173941,-95.40183119999999
910,Sun Bowl,12/31/2013,"El Paso, TX",42,12,UCLA (17),Virginia Tech,31.7618778,-106.4850217,34.068921,-118.4451811,37.22838429999999,-80.42341669999999
911,Independence Bowl,12/31/2013,"Shreveport, LA",42,19,Arizona,Boston College,32.5251516,-93.7501789,32.2318851,-110.9501094,42.3355488,-71.16849450000001
912,Holiday Bowl,12/30/2013,"San Diego, CA",37,23,Texas Tech,Arizona State (16),32.715738,-117.1610838,33.5842591,-101.8782822,32.2318851,-110.9501094
913,Alamo Bowl,12/30/2013,"San Antonio, TX",30,7,Oregon (10),Texas,29.4241219,-98.49362819999999,44.0448302,-123.0726055,30.2849185,-97.7340567
914,Music City Bowl,12/30/2013,"Nashville, TN",25,17,Mississippi,Georgia Tech,36.1626638,-86.7816016,34.3647324,-89.538443,33.7756178,-84.39628499999999
915,Armed Forces Bowl,12/30/2013,"Fort Worth, TX",24,6,Navy,Middle Tennessee State,32.7554883,-97.3307658,38.98206580000001,-76.4839405,35.8486105,-86.3648813
916,Buffalo Wild Wings Bowl,12/28/2013,"Tempe, AZ",31,14,Kansas State,Michigan,33.4255104,-111.9400054,38.9543439,-95.2557961,42.2780436,-83.7382241
917,Russell Athletic Bowl,12/28/2013,"Orlando, FL",36,9,Louisville (18),Miami (FL),28.5383355,-81.3792365,38.2122761,-85.75850229999999,25.7178924,-80.2746368
918,Belk Bowl,12/28/2013,"Charlotte, NC",39,17,North Carolina,Cincinnati,35.2270869,-80.8431267,35.9049122,-79.0469134,39.1329219,-84.51495039999999
919,Pinstripe Bowl,12/28/2013,"Bronx, NY",29,16,Notre Dame (25),Rutgers,40.8447819,-73.8648268,41.7055716,-86.2353388,40.5008186,-74.44739910000001
920,Fight Hunger Bowl,12/27/2013,"San Francisco, CA",31,16,Washington,Brigham Young,37.7749295,-122.4194155,47.65533509999999,-122.3035199,40.2518435,-111.6493156
921,Texas Bowl,12/27/2013,"Houston, TX",21,17,Syracuse,Minnesota,29.7604267,-95.3698028,43.0391534,-76.1351158,44.97399,-93.2277285
922,Military Bowl,12/27/2013,"Annapolis, MD",31,20,Marshall,Maryland,38.9784453,-76.4921829,38.4235252,-82.42641449999999,38.9869183,-76.9425543
923,Poinsettia Bowl,12/26/2013,"San Diego, CA",21,14,Utah State,Northern Illinois (24),32.715738,-117.1610838,39.6081249,-110.802743,41.934233,-88.774069
924,Little Caesars Bowl,12/26/2013,"Detroit, MI",30,27,Pittsburgh,Bowling Green State,42.331427,-83.0457538,40.4443533,-79.960835,41.3797788,-83.6300826
925,Hawaii Bowl,12/24/2013,"Honolulu, HI",38,23,Oregon State,Boise State,21.3069444,-157.8583333,44.5637806,-123.2794443,43.6028311,-116.201767
926,Beef O'Brady's Bowl,12/23/2013,"St. Petersburg, FL",37,20,East Carolina,Ohio,27.7676008,-82.64029149999999,35.6055108,-77.3645653,39.324358,-82.10138889999999
927,New Orleans Bowl,12/21/2013,"New Orleans, LA",24,21,Louisiana,Tulane,29.95106579999999,-90.0715323,30.2114404,-92.0204121,29.9407282,-90.12031669999999
928,Famous Idaho Potato Bowl,12/21/2013,"Boise, ID",49,24,San Diego State,Buffalo,43.6150186,-116.2023137,32.7739344,-117.0701349,43.0008093,-78.7889697
929,Las Vegas Bowl,12/21/2013,"Las Vegas, NV",45,20,Southern California,Fresno State (21),36.1699412,-115.1398296,34.0223519,-118.285117,36.81336410000001,-119.7460884
930,New Mexico Bowl,12/21/2013,"Albuquerque, NM",48,45,Colorado State,Washington State,35.0843859,-106.650422,40.573436,-105.0865473,46.7319225,-117.1542121
931,College Football Championship,1/12/2015,"Arlington, TX",42,20,Ohio State,Oregon,32.735687,-97.10806559999999,40.0068363,-83.0306222,44.0448302,-123.0726055
932,GoDaddy Bowl,1/4/2015,"Mobile, AL",63,44,Toledo,Arkansas State,30.6953657,-88.0398912,41.6578804,-83.6142374,35.0729706,-91.8962336
933,Birmingham Bowl,1/3/2015,"Birmingham, AL",28,20,Florida,East Carolina,33.5185892,-86.8103567,29.6436325,-82.3549302,35.6055108,-77.3645653
934,Cactus Bowl,1/2/2015,"Tempe, AZ",30,22,Oklahoma State,Washington,33.4255104,-111.9400054,36.1270236,-97.07372219999999,47.65533509999999,-122.3035199
935,Alamo Bowl,1/2/2015,"San Antonio, TX",40,35,UCLA,Kansas State,29.4241219,-98.49362819999999,34.068921,-118.4451811,38.9543439,-95.2557961
936,TaxSlayer Bowl,1/2/2015,"Jacksonville, FL",45,28,Tennessee,Iowa,30.3321838,-81.65565099999999,35.9544013,-83.92945639999999,41.6626963,-91.5548998
937,Armed Forces Bowl,1/2/2015,"Fort Worth, TX",35,34,Houston,Pittsburgh,32.7554883,-97.3307658,29.7199489,-95.3422334,40.4443533,-79.960835
938,Sugar Bowl,1/1/2015,"New Orleans, LA",42,35,Ohio State,Alabama,29.95106579999999,-90.0715323,40.0068363,-83.0306222,33.2140233,-87.5391418
939,Rose Bowl,1/1/2015,"Pasadena, CA",59,20,Oregon,Florida State,34.1477849,-118.1445155,44.0448302,-123.0726055,30.43495,-84.284994
940,Citrus Bowl,1/1/2015,"Orlando, FL",33,17,Missouri,Minnesota,28.5383355,-81.3792365,38.9403808,-92.32773750000001,44.97399,-93.2277285
941,Cotton Bowl,1/1/2015,"Arlington, TX",42,41,Michigan State,Baylor,32.735687,-97.10806559999999,42.701848,-84.4821719,31.5497007,-97.1143046
942,Outback Bowl,1/1/2015,"Tampa, FL",34,31,Wisconsin,Auburn,27.950575,-82.4571776,43.076592,-89.4124875,32.5933574,-85.4951663
943,Orange Bowl,12/31/2014,"Miami Gardens, FL",49,34,Georgia Tech,Mississippi State,25.9420377,-80.2456045,33.7756178,-84.39628499999999,33.4551742,-88.79437659999999
944,Fiesta Bowl,12/31/2014,"Glendale, AZ",38,30,Boise State,Arizona,33.5386523,-112.1859866,43.6028311,-116.201767,32.2318851,-110.9501094
945,Peach Bowl,12/31/2014,"Atlanta, GA",42,3,Texas Christian,Mississippi,33.7489954,-84.3879824,32.7095936,-97.3635602,34.3647324,-89.538443
946,Foster Farms Bowl,12/30/2014,"Santa Clara, CA",45,21,Stanford,Maryland,37.3541079,-121.9552356,37.4274745,-122.169719,38.9869183,-76.9425543
947,Belk Bowl,12/30/2014,"Charlotte, NC",37,14,Georgia,Louisville,35.2270869,-80.8431267,33.9480053,-83.3773221,38.2122761,-85.75850229999999
948,Music City Bowl,12/30/2014,"Nashville, TN",31,28,Notre Dame,Louisiana State,36.1626638,-86.7816016,41.7055716,-86.2353388,30.4132579,-91.1800023
949,Texas Bowl,12/29/2014,"Houston, TX",31,7,Arkansas,Texas,29.7604267,-95.3698028,36.0686895,-94.1748471,30.2849185,-97.7340567
950,Russell Athletic Bowl,12/29/2014,"Orlando, FL",40,6,Clemson,Oklahoma,28.5383355,-81.3792365,34.6738437,-82.8368654,35.2058936,-97.4457137
951,Liberty Bowl,12/29/2014,"Memphis, TN",45,37,Texas A&M,West Virginia,35.1495343,-90.0489801,30.6187558,-96.33647719999999,39.6480359,-79.9697147
952,Holiday Bowl,12/27/2014,"San Diego, CA",45,42,Southern California,Nebraska,32.715738,-117.1610838,34.0223519,-118.285117,40.8201966,-96.70047629999999
953,Pinstripe Bowl,12/27/2014,"Bronx, New York",31,30,Penn State,Boston College,40.8447819,-73.8648268,40.7982133,-77.8599084,42.3355488,-71.16849450000001
954,Independence Bowl,12/27/2014,"Shreveport, LA",24,21,South Carolina,Miami (FL),32.5251516,-93.7501789,33.9937575,-81.0299186,25.7178924,-80.2746368
955,Sun Bowl,12/27/2014,"El Paso, TX",36,31,Arizona State,Duke,31.7618778,-106.4850217,32.2318851,-110.9501094,36.0014258,-78.9382286
956,Military Bowl,12/27/2014,"Annapolis, MD",33,17,Virginia Tech,Cincinnati,38.9784453,-76.4921829,37.22838429999999,-80.42341669999999,39.1329219,-84.51495039999999
957,St. Petersburg Bowl,12/26/2014,"St. Petersburg, FL",34,27,North Carolina State,Central Florida,27.7676008,-82.64029149999999,35.7846633,-78.6820946,28.6024274,-81.2000599
958,Quick Lane Bowl,12/26/2014,"Detroit, MI",40,21,Rutgers,North Carolina,42.331427,-83.0457538,40.5008186,-74.44739910000001,35.9049122,-79.0469134
959,Heart of Dallas Bowl,12/26/2014,"Dallas, TX",35,18,Louisiana Tech,Illinois,32.7766642,-96.79698789999999,32.5282644,-92.6499298,40.1019523,-88.2271615
960,Hawaii Bowl,12/24/2014,"Honolulu, HI",30,6,Rice,Fresno State,21.3069444,-157.8583333,29.7173941,-95.40183119999999,36.81336410000001,-119.7460884
961,Bahamas Bowl,12/24/2014,"Nassau, Bahamas",49,48,Western Kentucky,Central Michigan,25.0443312,-77.3503609,36.9853543,-86.456138,43.5819086,-84.7756364
962,Poinsettia Bowl,12/23/2014,"San Diego, CA",17,16,Navy,San Diego State,32.715738,-117.1610838,38.98206580000001,-76.4839405,32.7739344,-117.0701349
963,Boca Raton Bowl,12/23/2014,"Boca Raton, FL",52,23,Marshall,Northern Illinois,26.3683064,-80.1289321,38.4235252,-82.42641449999999,41.934233,-88.774069
964,Miami Beach Bowl,12/22/2014,"Miami, FL",55,48,Memphis,Brigham Young,25.7616798,-80.1917902,35.1187498,-89.9374928,40.2518435,-111.6493156
965,Camellia Bowl,12/20/2014,"Montgomery, AL",33,28,Bowling Green State,South Alabama,32.3792233,-86.3077368,41.3797788,-83.6300826,30.6959406,-88.184236
966,Famous Idaho Potato Bowl,12/20/2014,"Boise, ID",38,24,Air Force,Western Michigan,43.6150186,-116.2023137,32.3771126,-86.3386457,42.2837336,-85.6102507
967,Las Vegas Bowl,12/20/2014,"Las Vegas, NV",45,10,Utah,Colorado State,36.1699412,-115.1398296,40.7649368,-111.8421021,40.573436,-105.0865473
968,New Mexico Bowl,12/20/2014,"Albuquerque, NM",21,6,Utah State,Texas-El Paso,35.0843859,-106.650422,39.6081249,-110.802743,31.7709368,-106.5046405
969,New Orleans Bowl,12/20/2014,"New Orleans, LA",16,3,Louisiana,Nevada,29.95106579999999,-90.0715323,30.2114404,-92.0204121,39.5441917,-119.816397
970,College Football Championship,1/11/2016,"Glendale, AZ",45,40,Alabama (2),Clemson (1),33.5386523,-112.1859866,33.2140233,-87.5391418,34.6738437,-82.8368654
